x1,x2,x3,x4,x5
0.0013000000000000002,0.0016,0.0019,0.0022,0.0025
2.23188778079851,3.338768441348436,4.590963604041489,5.957615780241337,7.415140392750061
2.233307811066836,3.336665092127381,4.59801187863799,5.958573409522395,7.418437361833142
2.2267106178769467,3.3336449874765286,4.586516950679466,5.956658490733481,7.415830905856767
2.2283820939769554,3.334523475124607,4.591609769444617,5.951507791221531,7.4157205678596245
2.2292381619763457,3.3480556737503013,4.599788506317349,5.954620779063448,7.412231538390192
2.2363976280427442,3.335302876678018,4.584645992598721,5.95562217412935,7.418875039710293
2.2296005954128097,3.3286537637618294,4.600016383354124,5.964838968823044,7.40745278726779
2.2410133626124558,3.3455844052478216,4.587557875169146,5.963432760844141,7.417950200208627
2.2325998709479298,3.32838459901426,4.58446030352779,5.962778842847003,7.423626530555285
2.227100548417377,3.332383147100469,4.586768605892091,5.953676420511,7.4218489986327825
2.2188156729697184,3.329745057744485,4.584068014451265,5.953267246001993,7.426711229620165
2.2315067379760483,3.3377613254816048,4.590138679118002,5.961445036148557,7.421691996369418
2.240083277479587,3.3452652799425886,4.591102247217508,5.958142667396873,7.4066060624768975
2.234171959163304,3.337464154335653,4.583822560830726,5.95775215150513,7.414700177748425
2.232971371959026,3.3375311564985206,4.594668803925405,5.951030480095688,7.417478557466626
2.2337459560928727,3.3355422974762217,4.586011290450863,5.953260498714224,7.424444885900108
2.230868621357133,3.3318858734614167,4.591628803022487,5.967513161303497,7.412103333152825
2.2299182920449248,3.3374243270294706,4.596108733891527,5.963006798125143,7.422423876879155
2.2304512177178997,3.3510551746659685,4.5979303047354465,5.9597249510071375,7.425782384392618
2.236567192384516,3.3381495175824405,4.593525014930197,5.954164841943257,7.420220311532383
2.223372527228393,3.3376880753109166,4.588759283791503,5.958426231120096,7.421809692137032
2.234292756261739,3.344025370700733,4.5945274461644665,5.953354550893727,7.4103481771800706
2.2402264316445626,3.3344855842791747,4.595171249556733,5.963187016339972,7.414794219905194
2.2402126268979545,3.3374821006238653,4.583191927837928,5.955384581945487,7.414335139150331
2.23304862046089,3.336627139141015,4.58892534307713,5.964733174481449,7.414267657028203
2.2341413618688457,3.3329628193870047,4.599555547601523,5.954174061531063,7.419684368371131
2.232091752561576,3.334539383116161,4.59296071692398,5.949564463341953,7.410663559636103
2.2360210594199006,3.344129107562259,4.586330468905185,5.949142366544409,7.411912058898787
2.2298574935255933,3.343055864017257,4.589386168094729,5.956774771967444,7.423928664452393
2.2276576407841806,3.3374947332211273,4.583131817316575,5.962995681424207,7.40258449612801
2.2381047975775625,3.3474417065121758,4.5971345924636955,5.965797359960835,7.415872121972428
2.2290272477906097,3.335715287618704,4.591537158434803,5.959791171184121,7.420302339676149
2.2394863804382736,3.3294182892890762,4.588585533212089,5.9666086065380135,7.41660661884318
2.2288624731941984,3.3450845313033133,4.597466705603083,5.967882343452669,7.416927735030231
2.2367709951000223,3.343263115643646,4.5846875304388215,5.9512222051541785,7.414856169919378
2.2291739488476368,3.340358889014089,4.591339625769683,5.95603547409252,7.410550945806874
2.230354676792687,3.3434593125240153,4.587101235859262,5.957311124842331,7.415017623654187
2.226364813708428,3.330464025655739,4.589932815207912,5.960463855844744,7.407426912856865
2.231729057859109,3.3394831066405475,4.589799836714511,5.959167237231253,7.413848428246869
2.230554814744805,3.346621167672475,4.588980338756719,5.948449076142034,7.39885260589906
2.2284841616181548,3.327465659513925,4.587839740075634,5.942562523023301,7.415613177073324
2.233519473982337,3.336300091246699,4.5872758270837,5.955056412496152,7.419632334005892
2.2319515410141983,3.3403779011282015,4.592606200403256,5.964116002765059,7.419585773495222
2.2468541222341063,3.3326751291403958,4.595429872482697,5.951423386062472,7.411057168386031
2.2349426533406955,3.341167370821061,4.591863811746159,5.953513197045287,7.412927979769202
2.227456858041184,3.33155533783609,4.587748305881894,5.958589465576596,7.406175072791459
2.2254420071800873,3.3479978834915816,4.604202937604513,5.9524995035090145,7.416056030099206
2.231554176572872,3.3360971797397134,4.589659253400694,5.957307558289809,7.4052155485126665
2.240237100380793,3.346678887940358,4.594310571887879,5.9544014308305595,7.409580362472015
2.230316945570211,3.3335093272567664,4.596826598131062,5.966134927070659,7.426394165195883
2.2428011609585625,3.339681908008602,4.593104288459071,5.963180832017667,7.412793029136566
2.2341392765918067,3.345716256870029,4.587545523169724,5.958576791665873,7.414389480013187
2.235571558873752,3.335942997426247,4.583230639827633,5.960668040843304,7.416650013430907
2.2293321696179715,3.339405391315884,4.598455918622103,5.954258895193433,7.414817248164429
2.237775895870066,3.335692592520269,4.582683148701717,5.955738971230993,7.409721111348076
2.2327902798876442,3.333798249816702,4.587582480022044,5.955455847554826,7.4091781634492335
2.2375605322961207,3.334237673010991,4.582423625828968,5.958156710515356,7.415096462671994
2.23825274471916,3.341484723424348,4.578915818954082,5.963253992006663,7.410790416127619
2.234015843569061,3.341179584383334,4.597126388795803,5.964633239704993,7.410698782760194
2.2295043125528875,3.343081188795759,4.597728079157188,5.959910258197225,7.424661001122308
2.2338915162572315,3.339583886379902,4.586029305668005,5.955580999887537,7.415254611390467
2.230033367641651,3.3344796523932794,4.588474704563609,5.969901591030961,7.423306505635519
2.2336918665258954,3.3298337895906402,4.584222130087915,5.950568097550336,7.415790712821808
2.235626513843672,3.3435376772167498,4.581254406802894,5.964646923567556,7.4092877176397804
2.235357193659373,3.333280178108057,4.590953307460888,5.961783285966284,7.417481753591786
2.22971005002357,3.3426571651758272,4.591245921553313,5.96259915196212,7.414588743279297
2.2336872743833447,3.3396599700702225,4.588210558535428,5.956635686501788,7.40921105849773
2.2361638133620048,3.343383023913964,4.587992077829347,5.9549004337826945,7.411002047788407
2.2316617910868715,3.3440518846639025,4.598489274544557,5.95950473449471,7.4102015483603365
2.239328014951828,3.33441571984007,4.588096203022566,5.959361308373496,7.408856829711992
2.23065335260596,3.3427843119367173,4.598001036610213,5.957493467420166,7.4133088216879495
2.227720155784435,3.3347523987632512,4.5883783398120634,5.956603510533239,7.41811621735289
2.2399464774567552,3.3440420461247577,4.592100445295971,5.9581189072218725,7.415594306072615
2.2315633690899563,3.3351560921928125,4.587562012469787,5.958463648394975,7.408865403725868
2.2290479190583703,3.330717596578579,4.594081925452639,5.956604018165816,7.424737146426043
2.228004834122655,3.3329042972758027,4.595777129707879,5.958606661424202,7.416831515826269
2.2301916490010463,3.335239312585878,4.589798876506459,5.961126803087726,7.420162698255612
2.2306366147189722,3.3287387237858828,4.602258566032377,5.9518859897059615,7.413311334018117
2.2269841780941895,3.345005907434899,4.594403179307098,5.959387978201456,7.41008029772027
2.233867962809477,3.338930206587469,4.582912401919351,5.956512051847503,7.418917368095828
2.237212770745101,3.340344406375398,4.595514966401479,5.957459024382183,7.41557896741894
2.2346711464195907,3.33550268456754,4.594891364502752,5.952609600699116,7.409697850728392
2.2284577832677197,3.33760743221797,4.584173371905495,5.95209909582601,7.422186916852855
2.2460132462358726,3.339813413849364,4.595687113434183,5.955513561788699,7.418497003522909
2.2350567299676776,3.333019817071166,4.597040652439852,5.947188178546833,7.419505055813728
2.2277942562309385,3.341947611019495,4.591902621057806,5.9544370967812625,7.41460097161868
2.227586275872055,3.338926169965301,4.597227558626611,5.94515943554598,7.423526231564095
2.2310743928071104,3.3337686390970567,4.59224457219103,5.954373836055806,7.41339337592892
2.2291963536568575,3.3435275989127518,4.585567489664608,5.954502050999731,7.417527182732314
2.2329976655687718,3.3418421570059182,4.590858228490196,5.9526074447150386,7.413105337581781
2.230483197921246,3.3298190112809425,4.586028245572507,5.960511301767002,7.418308108652711
2.235056797016198,3.340186556847208,4.593856421372115,5.951488720442578,7.416083627208592
2.226415194203498,3.339887209070104,4.594762559351262,5.968198969036908,7.401936735305509
2.2317344579582596,3.3410072882933015,4.593318193291229,5.961460637326448,7.417596536464265
2.2323075515902415,3.3276248071008396,4.588670815476109,5.955389219046963,7.420066347964669
2.235537364347762,3.338752345419413,4.601161484249827,5.9566341066313875,7.419114490305501
2.2315759708962126,3.3249617683656063,4.589486075033199,5.961463799924532,7.415076683386241
2.2327971647785096,3.3480082748488997,4.595870785953892,5.958343249973555,7.421546412280424
2.240804251161357,3.341456693964141,4.593922595220266,5.953829288126727,7.415842922787707
2.2378919897135847,3.350502198130023,4.596943667024988,5.948159989642141,7.421675198780166
2.2263150916303465,3.3385577230472228,4.601080581011316,5.959942323361731,7.411883309711188
2.2290396159196497,3.3531431452470706,4.589342140540203,5.952047602061935,7.420733390168988
2.2316729646271676,3.337614701259415,4.59094315584356,5.95810003842494,7.409478900670169
2.230987343953804,3.3344344620320383,4.579294821719143,5.960806252978388,7.417090750444581
2.229988805922783,3.3394628877325223,4.592045861306941,5.95977712234663,7.422619043348975
2.2288442851809704,3.3391458965260825,4.597165148998803,5.947877537161804,7.4083970597573225
2.227421756318186,3.3420068353551025,4.589767089063097,5.967414768137133,7.41407806773521
2.2348829588692114,3.3343198158585383,4.579245148875653,5.958222872529934,7.423371609414024
2.231586553591809,3.3401735346921457,4.602048541791009,5.95575993942221,7.41913080452475
2.2379949397593717,3.336332515300883,4.600189878272398,5.959559605882787,7.415376552842503
2.242416843060813,3.3447756666932573,4.597449249001537,5.957336429267562,7.4198262122248915
2.239679979453833,3.341043231322202,4.598200107048475,5.9518430896002075,7.4174178807774895
2.2429849468364553,3.337143260792998,4.59221523137896,5.964291126608962,7.4179302206897235
2.2290582148465754,3.3340092831127075,4.599368251944973,5.958195191331502,7.417516664340646
2.2219298197903377,3.34020897924487,4.594973436644216,5.954428545215937,7.416671841566953
2.2249958778402625,3.340587773210389,4.5901978964494985,5.953479679770509,7.419818263362187
2.236026666275332,3.340362091869031,4.591927842994607,5.953964227466101,7.407624893707864
2.230602907782225,3.3406510474964803,4.591857302642322,5.967179832330617,7.412046476621728
2.2306831201421096,3.3481383371803393,4.588483208518822,5.959978453303443,7.413495290534058
2.2288812710508483,3.3365028961306424,4.601835930475089,5.958076226564982,7.415751321981847
2.2394620719422016,3.3386523835876867,4.584969158167038,5.954818995183277,7.409728771618293
2.228424484431773,3.3426594296995766,4.595072896599776,5.960517359228985,7.413304117437928
2.220849545297717,3.3507308320265996,4.591190267061956,5.961651919306005,7.421944891738988
2.230837853316475,3.333495176887877,4.592531122090355,5.947428735114721,7.4167894059809
2.2267941487683527,3.338180031779158,4.589098043992662,5.951163739073601,7.416859899486637
2.2332894668025522,3.3418643320767036,4.588539559385048,5.958593714580899,7.414171608556722
2.2284008949735976,3.3419469859169646,4.592104839904888,5.9651213316888425,7.414843562337594
2.2276624919216617,3.3343388435243764,4.591800146700602,5.952305864007132,7.419504781530567
2.227043108444517,3.3418610200201395,4.592297041222781,5.955952531876007,7.414354257764954
2.2295039830489314,3.3410355161954883,4.593583508208362,5.952200606632542,7.40581048728053
2.229055419368962,3.3306742515095094,4.592871532979548,5.957229500991072,7.430963396096738
2.230782803672966,3.3448534018701768,4.586884528417832,5.961475915232192,7.416895858012072
2.234825211847117,3.3355954328873882,4.591857056788627,5.95917909776632,7.408194375940696
2.2307944136367013,3.33865446410137,4.589793466948673,5.951656737360219,7.415047864698698
2.2311919269937968,3.3441000694142513,4.595375238880979,5.965229509358912,7.4177953593939225
2.2350075608268463,3.353162576013494,4.589999828550356,5.96484406133754,7.411267552699239
2.2284573077875898,3.3326871631306103,4.588291093447247,5.955406314136091,7.4156204252066455
2.23155561440583,3.339595830098291,4.589658971300861,5.969379563422618,7.412446537510176
2.230795599643874,3.331528586052226,4.596667581523363,5.95032470969715,7.415838045280508
2.2281561208255565,3.337986848037819,4.588505470494525,5.959634616561573,7.42077310743031
2.238931529751375,3.33621318182748,4.589007553364757,5.953630321243946,7.414435149895539
2.2384236499223378,3.336074078949135,4.599244879588021,5.968131214454169,7.414595379601246
2.2333132124525297,3.3412957793095583,4.587954711938614,5.9498096172960535,7.41904860410912
2.2236645928175585,3.3437725792357527,4.591652808233311,5.958077654523551,7.4036181193654915
2.2354557316007155,3.3381882395609312,4.584831416458318,5.95697739568402,7.4052300423069335
2.232037336833106,3.333162527220512,4.588425771324952,5.966123285938913,7.409458172778396
2.2329977706250843,3.3441401483338624,4.5962194291088485,5.960467863372486,7.422291235829951
2.2365502361375995,3.3379748660363466,4.589620697954802,5.962195124934441,7.411066645446685
2.236318053864684,3.344366418304361,4.59113091653853,5.955474066959215,7.408881392123597
2.231395862933301,3.3420426764313214,4.5946802075899065,5.954012264203999,7.418298092550798
2.231682814721757,3.337482400388711,4.587328010919629,5.968264429048864,7.413183618146764
2.232505444527854,3.333394062142623,4.583712804031102,5.9594642743088935,7.41559689168651
2.2225744891233457,3.3418581077663663,4.590526675949661,5.959333148652374,7.4155578894478404
2.2382502147966084,3.3393215925579667,4.593776819831687,5.9506488404084505,7.411688124513229
2.238749362665208,3.3363203790457185,4.589745139134869,5.963739222113852,7.4068458123102925
2.2399832347644044,3.3359055363682164,4.593229739733044,5.9604257688781175,7.412166690432089
2.2361595286311604,3.3390150675639103,4.590528283400332,5.961233394794336,7.409252412664977
2.2398129337637736,3.3380386569117464,4.594100299821298,5.962445406965893,7.414600686876802
