Eb,Ek = 60 eV,Eb,210,Eb,410,Eb,610,Eb,910
288.299999999998,2675.35,287.299999999998,8558.625,287.299999999998,55324.8260869565,287.30000000001,96.2278260336936,287.30000000001,70.0332533013205
288.249999999998,2548.4,287.249999999998,8258.375,287.249999999998,55819.652173913,287.25000000001,91.3912514262784,287.25000000001,70.9725090036014
288.199999999997,2644.7,287.199999999997,8601.75,287.199999999997,56426.652173913,287.20000000001,93.4818107786989,287.20000000001,85.2863745498199
288.149999999997,2603.45,287.149999999997,8472.875,287.149999999997,55602.9130434783,287.15000000001,97.2075601196464,287.15000000001,88.3683073229292
288.099999999998,2730.55,287.099999999998,8721.125,287.099999999998,55495.2173913043,287.10000000001,96.0139404233799,287.10000000001,84.6406362545018
288.049999999998,2721.35,287.049999999997,8713.125,287.049999999997,56053.1304347826,287.05000000001,92.8953502342906,287.05000000001,85.7070828331332
287.999999999997,2669.65,286.999999999997,8525.625,286.999999999997,55206.2608695652,287.00000000001,92.4192822629473,287.00000000001,79.31818727491
287.949999999997,2492.6,286.949999999997,8887.375,286.949999999997,55406.6956521739,286.95000000001,96.8073870422854,286.95000000001,79.8269507803121
287.899999999997,2672.25,286.899999999997,8592.25,286.899999999997,55277.2608695652,286.90000000001,114.028628440443,286.90000000001,81.4217286914766
287.849999999998,2520.3,286.849999999997,8469.875,286.849999999997,55553.347826087,286.85000000001,99.1325306124693,286.85000000001,76.2851740696278
287.799999999998,2661.3,286.799999999997,8511.125,286.799999999997,55645.0434782609,286.80000000001,99.0842338617533,286.80000000001,74.6414765906363
287.749999999997,2373.25,286.749999999997,8515.625,286.749999999997,55281.5217391304,286.75000000001,108.28131510524,286.75000000001,76.0014405762305
287.699999999997,2570.75,286.699999999997,9113.375,286.699999999997,55760.7391304348,286.70000000001,93.9164815351428,286.70000000001,82.9871548619448
287.649999999997,2604.2,286.649999999997,8642.25,286.649999999997,55797.4782608696,286.65000000001,89.1351032142602,286.65000000001,75.2872148859544
287.599999999997,2591.2,286.599999999997,8299.75,286.599999999997,56520.2173913043,286.60000000001,94.3856499706695,286.60000000001,69.4266506602641
287.549999999997,2493.9,286.549999999997,8392.5,286.549999999997,55942.652173913,286.55000000001,100.063967947706,286.55000000001,65.4445978391356
287.499999999997,2577.2,286.499999999997,8998.125,286.499999999997,55236.3043478261,286.50000000001,90.6185034148226,286.50000000001,73.3793517406963
287.449999999997,2598.55,286.449999999997,8890.625,286.449999999997,56677,286.45000000001,106.018267357406,286.45000000001,80.4531212484994
287.399999999997,2567.35,286.399999999997,8605.625,286.399999999997,56351.9130434783,286.400000000011,106.107961323021,286.400000000011,76.79393757503
287.349999999997,2507.2,286.349999999997,8630.25,286.349999999997,56107.9565217391,286.350000000011,91.6327351798583,286.350000000011,87.0083433373349
287.299999999997,2542.8,286.299999999997,8260.375,286.299999999997,56097.8695652174,286.300000000011,91.5775388933258,286.300000000011,86.6854741896759
287.249999999997,2498.1,286.249999999997,8677.25,286.249999999997,55768.4782608696,286.250000000011,109.164455689761,286.250000000011,82.2631452581032
287.199999999997,2578.55,286.199999999997,8933.375,286.199999999997,55306.3913043478,286.200000000011,95.8966483144982,286.200000000011,78.8289915966386
287.149999999997,2664.65,286.149999999997,8670.25,286.149999999997,55736.0869565217,286.150000000011,90.5495080566569,286.150000000011,77.2733493397359
287.099999999997,2524.1,286.099999999997,8674.75,286.099999999997,55243.4347826087,286.100000000011,103.920808469169,286.100000000011,85.3255102040816
287.049999999997,2588.55,286.049999999997,8659.5,286.049999999997,56289.347826087,286.050000000011,98.5529696038775,286.050000000011,72.8118847539016
286.999999999997,2429.9,285.999999999997,8256.5,285.999999999997,56029.8260869565,286.000000000011,91.9225156841543,286.000000000011,77.2733493397359
