x1,x2,x3,x4,x5
1.107624076555648,1.1076240765559273,1.1076240765560923,1.107624076556243,1.1076240765564425
1.5286117601447617,1.6173803023316768,1.6792081814252853,1.7302882380733653,1.7723919142077345
1.1637931600484057,1.28320293240474,1.3690953277367337,1.4417296781535303,1.5027354813019143
0.910597053720986,1.0425211700511228,1.1401977334521303,1.2245243156532917,1.2965303922340219
0.7233654564287145,0.858320279546524,0.9610203914645294,1.0514329851005701,1.1298422841138474
0.5804004270690297,0.7129351356472989,0.8165128521288498,0.9094358983911964,0.9912343294318429
0.4690598904542431,0.5959848869067679,0.6977974921434623,0.7908384726269203,0.8739414540951953
0.38117093481685016,0.5006765714733027,0.5990305248655499,0.6905580860873508,0.7734861884119832
0.31110745167281034,0.42226324457170816,0.5160964399671727,0.604997896642361,0.68669045946897
0.2548320133911703,0.3572787672573474,0.4459620086074668,0.5314908637922715,0.6111885320458766
0.20936115943773526,0.30311210429572655,0.38631789697965535,0.4679920094839748,0.5451578924487148
0.17244222874769385,0.257750451631702,0.3353629005925168,0.41289354274757745,0.4871578637456226
0.142346209167224,0.21961453484519622,0.2916658098351135,0.3649067196196231,0.43602665092899884
0.11772886308813693,0.18744793520166877,0.25407264498213683,0.322982616478804,0.3908124013131507
0.09753430917377158,0.16023990892518597,0.22164193786830796,0.286256903491741,0.35072520769760457
0.0809261918155201,0.1371699298556724,0.19359815924074616,0.254010110626643,0.31510260634674153
0.06723742865769489,0.11756685478567219,0.1692973361395975,0.2256382794111557,0.2833841053181033
0.05593284169468725,0.10087824108746349,0.14820112091401497,0.2006308019004733,0.2550919512168754
0.04658094351965916,0.08664689904252768,0.12985687904998014,0.17855337010435243,0.2298163246265734
0.03883236363704386,0.07449271519872855,0.11388216278464486,0.159034645050946,0.20720375429468962
0.0324031745433579,0.06409838956423496,0.09995244451196282,0.14175568864301175,0.18694791915473877
0.027061886861316862,0.05519812675693709,0.0877913151769286,0.1264414843513142,0.16878225398136695
0.02261922666001879,0.04756858838936375,0.0771625748904608,0.1128540620008355,0.15247393921230218
0.018920045403808886,0.04102159787633323,0.06786379543151437,0.10078687153548234,0.137818968176619
0.015836879996298837,0.03539821805069487,0.05972104110489324,0.0900601412594936,0.12463806361328861
0.013264800001967328,0.030563914416898375,0.052584510651914655,0.08051702056823479,0.11277327124326879
0.011117266129449637,0.026404584143302615,0.04632491828613963,0.07202035396419684,0.10208509863006408
0.009322788194026257,0.0228232805487248,0.0408304727249693,0.06444996753944926,0.09245009724346864
0.007822218634449757,0.019737499997211114,0.03600434359138192,0.057700374774889034,0.08375880776959936
0.0065665537516681576,0.0170769262436788,0.03176252762812104,0.051678827873614525,0.07591400536210108
